timestamp,lat,lon,groundspeed_mps,roll_deg,pitch_deg,heading_deg,speed_setpoint_mps,heading_setpoint_deg,vehicle_mode,armed_status
2025-08-29T12:54:42.570070Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:43.568051Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:44.571624Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:45.577631Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:46.572067Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:47.577451Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:48.584156Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:49.576497Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:50.569656Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:51.569707Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:52.568460Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:53.569732Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:54.571526Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:55.568771Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:56.568853Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:57.577794Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:58.569531Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:54:59.577630Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:00.575109Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:01.577322Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:02.569486Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:03.567796Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:04.568411Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:05.577157Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:06.569718Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:07.572411Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:08.570890Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:09.574731Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:10.577072Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:11.572019Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:12.569451Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
2025-08-29T12:55:13.574429Z,40.8634393,29.2601180,0.038,-0.74,-3.21,305.0,0.050,203.2,AUTO,ARMED
